id,c_claveunidad,nombre,descripcion,nota,fecha_de_inicio_de_vigencia,fecha_de_fin_de_vigencia,simbolo
catalogos_clave_unidad170,A35,Culombio por milímetro cuadrado,,,2017-01-01,,C/mm²
catalogos_clave_unidad171,A36,Centimetro cúbico por Mol,,,2017-01-01,,cm³/mol
catalogos_clave_unidad172,A37,Decimetro cuadrado por Mol,,,2017-01-01,,dm³/mol
catalogos_clave_unidad173,A38,Cubic pooulo p,,,2017-01-01,,m³/C
catalogos_clave_unidad174,A39,Metro cúbico por kilogramo,,,2017-01-01,,m³/kg
catalogos_clave_unidad175,A4,Amperio por centímetro cuadrado,,,2017-01-01,,A/cm²
catalogos_clave_unidad176,A40,Metro cubbico por Mol,,,2017-01-01,,m³/mol
catalogos_clave_unidad177,A41,Amperio por metro cuadrado,,,2017-01-01,,A/m²
catalogos_clave_unidad178,A42,Curie por kilogramo,,,2017-01-01,,Ci/kg
catalogos_clave_unidad179,A43,Tonelaje de peso muerto,"Unidad de masa que define la diferencia entre el peso de un barco cuando está completamente vacío y su peso cuando está completamente cargado, expresado como el número de toneladas.",,2017-01-01,,dwt
catalogos_clave_unidad180,A44,Decalitro,,,2017-01-01,,dal
catalogos_clave_unidad181,A45,Decámetro,"Medida de longitud, de símbolo dam o Dm, que es igual a 10 metros.",,2017-01-01,,dam
catalogos_clave_unidad182,A47,Decitex,Unidad de densidad de hilo. Un decitex es igual a una masa de 1 gramo por 10 kilómetros de longitud.,,2017-01-01,,dtex (g/10km)
catalogos_clave_unidad183,A48,Grado rankine,Consulte ISO 80000-5 (Cantidades y unidades - Parte 5: Termodinámica),,2017-01-01,,°R
catalogos_clave_unidad184,A49,Negador,Unidad de densidad de hilo. Una denier es igual a una masa de 1 gramo por 9 kilómetros de longitud.,,2017-01-01,,den (g/9 km)
catalogos_clave_unidad185,A5,Amperio metro cuadrado,,,2017-01-01,,A·m²
catalogos_clave_unidad186,A50,Dyne segundo por centímetro cúbico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn · s / cm³
catalogos_clave_unidad187,A51,Dyne segundo por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn · s / cm
catalogos_clave_unidad188,A52,Dyne segundo por centímetro a la quinta potencia,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Dyn · s / cm⁵
catalogos_clave_unidad189,A53,Electrónvoltio,,,2017-01-01,,eV
catalogos_clave_unidad190,A54,Electrovoltio por metro,,,2017-01-01,,eV/m
catalogos_clave_unidad191,A55,Electrovoltio por metro cuadrado,,,2017-01-01,,eV·m²
catalogos_clave_unidad192,A56,Electrovoltio metro cuadrado por kilogramo,,,2017-01-01,,eV·m²/kg
catalogos_clave_unidad193,A57,Ergio,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,ergio
catalogos_clave_unidad194,A58,Erg por centímetro,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg / cm
catalogos_clave_unidad195,A59,La cobertura de nubes 8-parte,"Unidad de recuento para definir el número de octavos de partes como una medida de la cobertura de nubes de la ccúpula celeste. 

'Sinónimo: OKTA, OCTA",,2017-01-01,,
catalogos_clave_unidad196,A6,Amperio por metro cuadrado Kelvin cuadrado,,,2017-01-01,,A/(m²·K²)
catalogos_clave_unidad197,A60,Erg por centímetro cúbico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg / cm³
catalogos_clave_unidad198,A61,Erg por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg / g
catalogos_clave_unidad199,A62,Erg por segundo gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg / g · s
catalogos_clave_unidad200,A63,Erg por segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Ergs
catalogos_clave_unidad201,A64,Erg por segundo centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg / (s · cm²)
catalogos_clave_unidad202,A65,Erg por centímetro cuadrado segundo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg / (cm² · s)
catalogos_clave_unidad203,A66,Erg centímetro cuadrado,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg · cm²
catalogos_clave_unidad204,A67,Erg centímetro cuadrado por gramo,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,Erg · cm² / g
catalogos_clave_unidad205,A68,Exajoule,,,2017-01-01,,EJ
catalogos_clave_unidad206,A69,Faradio por metro,,,2017-01-01,,F/m
catalogos_clave_unidad207,A7,Amperio por milímetro cuadrado,,,2017-01-01,,A/mm²
catalogos_clave_unidad208,A70,Femtojoule,,,2017-01-01,,fJ
catalogos_clave_unidad209,A71,Femtómetro,Es la unidad de longitud que equivale a una milbillónesima parte del metro.,,2017-01-01,,fm
catalogos_clave_unidad210,A73,Pie por segundo al cuadrado,,,2017-01-01,,ft/s²
catalogos_clave_unidad211,A74,Pie libra-fuerza por segundo,,,2017-01-01,,ft·lbf/s
catalogos_clave_unidad212,A75,Tonelada de carga,"Unidad de información que normalmente se utiliza para la facturación, que se define como sea el número de toneladas métricas o el número de metros cúbicos, lo que sea mayor.",,2017-01-01,,
catalogos_clave_unidad213,A76,Galón,"Es una unidad de volumen que se emplea en los países anglófonos (especialmente Estados Unidos) o con influencia de estos (como Liberia, Guatemala, Panamá, Honduras, Nicaragua, El Salvador, Colombia y parcialmente en México), para medir volúmenes de líquidos, principalmente la gasolina y su precio. Antiguamente, el volumen de un galón dependía de lo que se midiera, y dónde. Sin embargo, en el siglo XIX existían dos definiciones de uso común: ""galón de vino"" (wine gallon) y ""galón de cerveza británico"" (ale gallon).",,2017-01-01,,Gal
catalogos_clave_unidad214,A77,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de desplazamiento,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad215,A78,Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de corriente eléctrica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad216,A79,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de carga eléctrica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad217,A8,Amperio segundo,,,2017-01-01,,A·s
catalogos_clave_unidad218,A80,Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de la fuerza del campo eléctrico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad219,A81,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de polarización eléctrica,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad220,A82,Gaussiano CGS (Centímetro-Gram-Segundo sistema) unidad de potencial eléctrico,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad221,A83,Gaussian CGS (Centímetro-Gram-Segundo sistema) unidad de magnetización,,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,
catalogos_clave_unidad222,A84,GigaCulombio por metro cúbico,,,2017-01-01,,GC/m³
catalogos_clave_unidad223,A85,Gigaelectrónvoltio,,,2017-01-01,,GeV
catalogos_clave_unidad224,A86,Gigahertz,"Es un múltiplo de la unidad de medida de frecuencia hercio (Hz) y equivale a 109 (1 000 000 000) Hz. Por lo tanto, tiene un período de oscilación de 1 nanosegundo. Las ondas de radio con frecuencias cercanas al gigahercio se denominan microondas.",,2017-01-01,,GHz
catalogos_clave_unidad225,A87,GigaOhm,,,2017-01-01,,GΩ
catalogos_clave_unidad226,A88,GigaOhm metro,,,2017-01-01,,GΩ·m
catalogos_clave_unidad227,A89,Gigapascal,,,2017-01-01,,GPa
catalogos_clave_unidad228,A9,Tarífa,Unidad de cantidad expresada como una tasa para el uso de una instalación o servicio.,,2017-01-01,,
catalogos_clave_unidad229,A90,Gigawatt,,,2017-01-01,,GW
catalogos_clave_unidad230,A91,Grado centesimal,"Sinónimo: grado
El grado centesimal o gon —también llamado gradián (plural: gradianes) y gonio — es una unidad de medida de ángulos planos, alternativa al grado sexagesimal y al radián.",Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-01-01,,gon
catalogos_clave_unidad231,A93,Gramo por metro cúbico,,,2017-01-01,,g/m³
catalogos_clave_unidad232,A94,Gramo por Mol,,,2017-01-01,,g/mol
catalogos_clave_unidad233,A95,Gray,Es una unidad derivada del Sistema Internacional de Unidades que mide la dosis absorbida de radiaciones ionizantes por un determinado material. Un Gray es equivalente a la absorción de un julio de energía ionizante por un kilogramo de material irradiado.,,2017-01-01,,Gy
catalogos_clave_unidad234,A96,Gray por segundo,,,2017-01-01,,Gy/s
catalogos_clave_unidad235,A97,Hectopascal,,,2017-01-01,,hPa
catalogos_clave_unidad236,A98,Henry por metro,,,2017-01-01,,H/m
catalogos_clave_unidad237,A99,Bit,Unidad de información igual a un dígito binario.,,2017-01-01,,bit
catalogos_clave_unidad238,AA,Balón,Unidad de recuento para definir el número de bolas (Balón: objeto formado en la forma de esfera).,,2017-01-01,,
catalogos_clave_unidad239,AB,Paquete a granel,Unidad de recuento para definir el número de artículos por paquete a granel.,,2017-01-01,,pk
catalogos_clave_unidad240,ACR,Acre,"Es una medida de superficie, usada en agricultura en varios países.",,2017-01-01,,acre
catalogos_clave_unidad241,ACT,Actividad,Unidad de recuento para definir el número de actividades (actividad: una unidad de trabajo o acción).,,2017-01-01,,
catalogos_clave_unidad242,AD,Byte,Unidad de información igual a 8 bits.,,2017-01-01,,byte
catalogos_clave_unidad243,AE,Amperio por metro,(a veces llamado amperio vuelta por metro) es la unidad SI de la corriente de campo magnético.,,2017-01-01,,A/m
catalogos_clave_unidad244,AH,Minuto adicional,"Unidad de tiempo que define el número de minutos, además de los minutos referenciados.",,2017-01-01,,
catalogos_clave_unidad245,AI,Minuto y medio por llamada,Unidad de recuento para definir el número de minutos para el intervalo medio de una llamada.,,2017-01-01,,
catalogos_clave_unidad246,AJ,policía,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad247,AK,Braza,"Una braza es una unidad de longitud náutica, usada generalmente para medir la profundidad del agua. Se llama braza porque equivale a la longitud de un par de brazos extendidos, aproximadamente dos metros, ó 6 pies en el sistema de medición estadounidense. Actualmente es considerada arcaica e imprecisa.",,2017-01-01,,fth
catalogos_clave_unidad248,AL,Línea de acceso,Unidad de recuento para definir el número de líneas de acceso telefónico.,,2017-01-01,,
catalogos_clave_unidad249,AMH,Amperio hora,Unidad de carga electrica definida por la cantidad de carga acumulada por un flujo constante de un amperio por 1 hora. ,,2017-01-01,,A·h
catalogos_clave_unidad250,AMP,Amperio,"Es la intensidad de una corriente constante que manteniéndose en dos conductores paralelos, rectilíneos, de longitud infinita, de sección circular despreciable y situados a una distancia de un metro uno de otro en el vacío, produciría una fuerza igual a 2·10-7 newton por metro de longitud. ",,2017-01-01,,A
catalogos_clave_unidad251,ANN,Año,Unidad de tiempo equivalente a 365.25 días. ,,2017-01-01,,y
catalogos_clave_unidad252,AP,Libra de aluminio solamente,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad253,APZ,Onza troy u onza farmacéutica ,,,2017-01-01,,tr oz
catalogos_clave_unidad254,AQ,Unidad del factir anti-hemofilico.,Unidad de medida para la potencia de la sangre (US).,,2017-01-01,,
catalogos_clave_unidad255,AR,supositorio,,"Las unidades marcadas como borradas en el catálogo internacional de UNECE, serán retenidas indefinidamente en las listas de códigos. En su caso, estas unidades podrán ser reinstalado a través del proceso de mantenimiento.",2017-07-26,,
catalogos_clave_unidad256,ARE,Are,Sinónimo: decametro cuadrado,Unidades no recomendadas para su uso por la Oficina Internacional de Pesos y Medidas (BIPM) con sede en Francia.,2017-07-26,,un
catalogos_clave_unidad257,AS,Variedad,Unidad de recuento para definir el número de surtidos (variedad: conjunto de elementos agrupados en una colección mixta).,,2017-01-01,,
catalogos_clave_unidad258,ASM,Grado alcohólico en masa,Unidad de masa que define el grado alcohólico de un líquido.,,2017-01-01,,
catalogos_clave_unidad259,ASU,Grado alcohólico volumétrico,"Unidad de volumen que define el grado alcohólico de un líquido (por ejemplo, alcohol, vino, cerveza, etc.), a menudo a una temperatura específica.",,2017-01-01,,
catalogos_clave_unidad260,ATM,Atmósfera estándar,"Es un modelo de la atmósfera terrestre que permite obtener los valores de presión, temperatura, densidad y viscosidad del aire en función de la altitud. Su función es proporcionar un marco de referencia invariante para la navegación aérea y para la realización de cálculos aerodinámicos consistentes.",,2017-01-01,,atm
